timestamp_us,timestamp_s,event,connection_handle,l2cap_cid,sequence,write_index,read_index,ring_fill,audio_busy,duration_us,result,detail0,detail1,details,anomaly,anomaly_reasons
131544956,131.544956,AUDIO_SDU_GENERATED,0xffff,0x0000,65,6210,6209,1,0,20001,0,0,0,,False,
131546436,131.546436,AUDIO_BUSY_SET,0x0040,0x0041,65,6210,6210,0,1,0,2,0,0,busy_context=2,False,
131546438,131.546438,AUDIO_CAN_SEND_REQUESTED,0x0040,0x0041,65,6210,6210,0,1,0,0,0,0,,False,
131546442,131.546442,AUDIO_CAN_SEND_NOW,0x0040,0x0041,65,6210,6210,0,1,6,0,0,0,,False,
131546720,131.546720,AUDIO_PACKET_SENT,0x0040,0x0041,65,6210,6210,0,1,276,0,22,0,,False,
131546723,131.546723,AUDIO_BUSY_CLEAR,0x0040,0x0041,65,6210,6210,0,0,287,3,0,0,busy_context=3,False,
131546726,131.546726,AUDIO_L2CAP_SEND,0x0040,0x0041,65,6210,6210,0,0,0,0,161,0,sdu_size=161,False,
131564956,131.564956,AUDIO_SDU_GENERATED,0xffff,0x0000,66,6211,6210,1,0,20000,0,0,0,,False,
131566457,131.566457,AUDIO_BUSY_SET,0x0040,0x0041,66,6211,6211,0,1,0,2,0,0,busy_context=2,False,
131566458,131.566458,AUDIO_CAN_SEND_REQUESTED,0x0040,0x0041,66,6211,6211,0,1,0,0,0,0,,False,
131566462,131.566462,AUDIO_CAN_SEND_NOW,0x0040,0x0041,66,6211,6211,0,1,6,0,0,0,,False,
131566741,131.566741,AUDIO_PACKET_SENT,0x0040,0x0041,66,6211,6211,0,1,277,0,22,0,,False,
131566743,131.566743,AUDIO_BUSY_CLEAR,0x0040,0x0041,66,6211,6211,0,0,286,3,0,0,busy_context=3,False,
131566747,131.566747,AUDIO_L2CAP_SEND,0x0040,0x0041,66,6211,6211,0,0,0,0,161,0,sdu_size=161,False,
131584956,131.584956,AUDIO_SDU_GENERATED,0xffff,0x0000,67,6212,6211,1,0,20000,0,0,0,,False,
131586241,131.586241,AUDIO_BUSY_SET,0x0040,0x0041,67,6212,6212,0,1,0,2,0,0,busy_context=2,False,
131586242,131.586242,AUDIO_CAN_SEND_REQUESTED,0x0040,0x0041,67,6212,6212,0,1,0,0,0,0,,False,
131586246,131.586246,AUDIO_CAN_SEND_NOW,0x0040,0x0041,67,6212,6212,0,1,6,0,0,0,,False,
131586524,131.586524,AUDIO_PACKET_SENT,0x0040,0x0041,67,6212,6212,0,1,276,0,22,0,,False,
131586527,131.586527,AUDIO_BUSY_CLEAR,0x0040,0x0041,67,6212,6212,0,0,286,3,0,0,busy_context=3,False,
131586530,131.586530,AUDIO_L2CAP_SEND,0x0040,0x0041,67,6212,6212,0,0,0,0,161,0,sdu_size=161,False,
131604956,131.604956,AUDIO_SDU_GENERATED,0xffff,0x0000,68,6213,6212,1,0,20000,0,0,0,,False,
131606466,131.606466,AUDIO_BUSY_SET,0x0040,0x0041,68,6213,6213,0,1,0,2,0,0,busy_context=2,False,
131606467,131.606467,AUDIO_CAN_SEND_REQUESTED,0x0040,0x0041,68,6213,6213,0,1,0,0,0,0,,False,
131606471,131.606471,AUDIO_CAN_SEND_NOW,0x0040,0x0041,68,6213,6213,0,1,5,0,0,0,,False,
131606750,131.606750,AUDIO_PACKET_SENT,0x0040,0x0041,68,6213,6213,0,1,277,0,22,0,,False,
131606752,131.606752,AUDIO_BUSY_CLEAR,0x0040,0x0041,68,6213,6213,0,0,286,3,0,0,busy_context=3,False,
131606756,131.606756,AUDIO_L2CAP_SEND,0x0040,0x0041,68,6213,6213,0,0,0,0,161,0,sdu_size=161,False,
131624958,131.624958,AUDIO_SDU_GENERATED,0xffff,0x0000,69,6214,6213,1,0,20002,0,0,0,,False,
131626417,131.626417,AUDIO_BUSY_SET,0x0040,0x0041,69,6214,6214,0,1,0,2,0,0,busy_context=2,False,
131626418,131.626418,AUDIO_CAN_SEND_REQUESTED,0x0040,0x0041,69,6214,6214,0,1,0,0,0,0,,False,
131626422,131.626422,AUDIO_CAN_SEND_NOW,0x0040,0x0041,69,6214,6214,0,1,6,0,0,0,,False,
131626701,131.626701,AUDIO_PACKET_SENT,0x0040,0x0041,69,6214,6214,0,1,277,0,22,0,,False,
131626703,131.626703,AUDIO_BUSY_CLEAR,0x0040,0x0041,69,6214,6214,0,0,286,3,0,0,busy_context=3,False,
131626707,131.626707,AUDIO_L2CAP_SEND,0x0040,0x0041,69,6214,6214,0,0,0,0,161,0,sdu_size=161,False,
131644956,131.644956,AUDIO_SDU_GENERATED,0xffff,0x0000,70,6215,6214,1,0,19999,0,0,0,,False,
131646469,131.646469,AUDIO_BUSY_SET,0x0040,0x0041,70,6215,6215,0,1,0,2,0,0,busy_context=2,False,
131646470,131.646470,AUDIO_CAN_SEND_REQUESTED,0x0040,0x0041,70,6215,6215,0,1,0,0,0,0,,False,
131646474,131.646474,AUDIO_CAN_SEND_NOW,0x0040,0x0041,70,6215,6215,0,1,6,0,0,0,,False,
131646753,131.646753,AUDIO_PACKET_SENT,0x0040,0x0041,70,6215,6215,0,1,276,0,22,0,,False,
131646755,131.646755,AUDIO_BUSY_CLEAR,0x0040,0x0041,70,6215,6215,0,0,286,3,0,0,busy_context=3,False,
131646758,131.646758,AUDIO_L2CAP_SEND,0x0040,0x0041,70,6215,6215,0,0,0,0,161,0,sdu_size=161,False,
131664958,131.664958,AUDIO_SDU_GENERATED,0xffff,0x0000,71,6216,6215,1,0,20001,0,0,0,,False,
131666418,131.666418,AUDIO_BUSY_SET,0x0040,0x0041,71,6216,6216,0,1,0,2,0,0,busy_context=2,False,
131666419,131.666419,AUDIO_CAN_SEND_REQUESTED,0x0040,0x0041,71,6216,6216,0,1,0,0,0,0,,False,
131666423,131.666423,AUDIO_CAN_SEND_NOW,0x0040,0x0041,71,6216,6216,0,1,6,0,0,0,,False,
131666701,131.666701,AUDIO_PACKET_SENT,0x0040,0x0041,71,6216,6216,0,1,276,0,22,0,,False,
131666704,131.666704,AUDIO_BUSY_CLEAR,0x0040,0x0041,71,6216,6216,0,0,286,3,0,0,busy_context=3,False,
131666707,131.666707,AUDIO_L2CAP_SEND,0x0040,0x0041,71,6216,6216,0,0,0,0,161,0,sdu_size=161,False,
131684960,131.684960,AUDIO_SDU_GENERATED,0xffff,0x0000,72,6217,6216,1,0,20002,0,0,0,,False,
131686478,131.686478,AUDIO_BUSY_SET,0x0040,0x0041,72,6217,6217,0,1,0,2,0,0,busy_context=2,False,
131686479,131.686479,AUDIO_CAN_SEND_REQUESTED,0x0040,0x0041,72,6217,6217,0,1,0,0,0,0,,False,
131686483,131.686483,AUDIO_CAN_SEND_NOW,0x0040,0x0041,72,6217,6217,0,1,6,0,0,0,,False,
131686762,131.686762,AUDIO_PACKET_SENT,0x0040,0x0041,72,6217,6217,0,1,276,0,22,0,,False,
131686764,131.686764,AUDIO_BUSY_CLEAR,0x0040,0x0041,72,6217,6217,0,0,286,3,0,0,busy_context=3,False,
131686768,131.686768,AUDIO_L2CAP_SEND,0x0040,0x0041,72,6217,6217,0,0,0,0,161,0,sdu_size=161,False,
131703078,131.703078,RSSI_SAMPLE,0x0040,0x0041,72,6217,6217,0,0,0,-74,0,0,rssi_dbm=-74,False,
131704960,131.704960,AUDIO_SDU_GENERATED,0xffff,0x0000,73,6218,6217,1,0,20001,0,0,0,,False,
131706410,131.706410,AUDIO_BUSY_SET,0x0040,0x0041,73,6218,6218,0,1,0,2,0,0,busy_context=2,False,
131706411,131.706411,AUDIO_CAN_SEND_REQUESTED,0x0040,0x0041,73,6218,6218,0,1,0,0,0,0,,False,
131706415,131.706415,AUDIO_CAN_SEND_NOW,0x0040,0x0041,73,6218,6218,0,1,6,0,0,0,,False,
131706693,131.706693,AUDIO_PACKET_SENT,0x0040,0x0041,73,6218,6218,0,1,276,0,21,0,,False,
131706695,131.706695,AUDIO_BUSY_CLEAR,0x0040,0x0041,73,6218,6218,0,0,285,3,0,0,busy_context=3,False,
131706699,131.706699,AUDIO_L2CAP_SEND,0x0040,0x0041,73,6218,6218,0,0,0,0,161,0,sdu_size=161,False,
131724956,131.724956,AUDIO_SDU_GENERATED,0xffff,0x0000,74,6219,6218,1,0,19996,0,0,0,,False,
131726867,131.726867,AUDIO_BUSY_SET,0x0040,0x0041,74,6219,6219,0,1,0,2,0,0,busy_context=2,False,
131726869,131.726869,AUDIO_CAN_SEND_REQUESTED,0x0040,0x0041,74,6219,6219,0,1,0,0,0,0,,False,
131726873,131.726873,AUDIO_CAN_SEND_NOW,0x0040,0x0041,74,6219,6219,0,1,6,0,0,0,,False,
131727151,131.727151,AUDIO_PACKET_SENT,0x0040,0x0041,74,6219,6219,0,1,276,0,22,0,,False,
131727154,131.727154,AUDIO_BUSY_CLEAR,0x0040,0x0041,74,6219,6219,0,0,287,3,0,0,busy_context=3,False,
131727158,131.727158,AUDIO_L2CAP_SEND,0x0040,0x0041,74,6219,6219,0,0,0,0,161,0,sdu_size=161,False,
131744960,131.744960,AUDIO_SDU_GENERATED,0xffff,0x0000,75,6220,6219,1,0,20003,0,0,0,,False,
131746819,131.746819,AUDIO_BUSY_SET,0x0040,0x0041,75,6220,6220,0,1,0,2,0,0,busy_context=2,False,
131746821,131.746821,AUDIO_CAN_SEND_REQUESTED,0x0040,0x0041,75,6220,6220,0,1,0,0,0,0,,False,
131746824,131.746824,AUDIO_CAN_SEND_NOW,0x0040,0x0041,75,6220,6220,0,1,6,0,0,0,,False,
131747103,131.747103,AUDIO_PACKET_SENT,0x0040,0x0041,75,6220,6220,0,1,276,0,22,0,,False,
131747106,131.747106,AUDIO_BUSY_CLEAR,0x0040,0x0041,75,6220,6220,0,0,287,3,0,0,busy_context=3,False,
131747109,131.747109,AUDIO_L2CAP_SEND,0x0040,0x0041,75,6220,6220,0,0,0,0,161,0,sdu_size=161,False,
131764958,131.764958,AUDIO_SDU_GENERATED,0xffff,0x0000,76,6221,6220,1,0,19999,0,0,0,,False,
131766486,131.766486,AUDIO_BUSY_SET,0x0040,0x0041,76,6221,6221,0,1,0,2,0,0,busy_context=2,False,
131766487,131.766487,AUDIO_CAN_SEND_REQUESTED,0x0040,0x0041,76,6221,6221,0,1,0,0,0,0,,False,
131766491,131.766491,AUDIO_CAN_SEND_NOW,0x0040,0x0041,76,6221,6221,0,1,6,0,0,0,,False,
131766805,131.766805,AUDIO_PACKET_SENT,0x0040,0x0041,76,6221,6221,0,1,312,0,22,0,,False,
131766808,131.766808,AUDIO_BUSY_CLEAR,0x0040,0x0041,76,6221,6221,0,0,322,3,0,0,busy_context=3,False,
131766811,131.766811,AUDIO_L2CAP_SEND,0x0040,0x0041,76,6221,6221,0,0,0,0,161,0,sdu_size=161,False,
131784963,131.784963,AUDIO_SDU_GENERATED,0xffff,0x0000,77,6222,6221,1,0,20005,0,0,0,,False,
131786471,131.786471,AUDIO_BUSY_SET,0x0040,0x0041,77,6222,6222,0,1,0,2,0,0,busy_context=2,False,
131786472,131.786472,AUDIO_CAN_SEND_REQUESTED,0x0040,0x0041,77,6222,6222,0,1,0,0,0,0,,False,
131786476,131.786476,AUDIO_CAN_SEND_NOW,0x0040,0x0041,77,6222,6222,0,1,6,0,0,0,,False,
131786754,131.786754,AUDIO_PACKET_SENT,0x0040,0x0041,77,6222,6222,0,1,276,0,22,0,,False,
131786757,131.786757,AUDIO_BUSY_CLEAR,0x0040,0x0041,77,6222,6222,0,0,286,3,0,0,busy_context=3,False,
131786760,131.786760,AUDIO_L2CAP_SEND,0x0040,0x0041,77,6222,6222,0,0,0,0,161,0,sdu_size=161,False,
131804958,131.804958,AUDIO_SDU_GENERATED,0xffff,0x0000,78,6223,6222,1,0,19995,0,0,0,,False,
131806231,131.806231,AUDIO_BUSY_SET,0x0040,0x0041,78,6223,6223,0,1,0,2,0,0,busy_context=2,False,
131806232,131.806232,AUDIO_CAN_SEND_REQUESTED,0x0040,0x0041,78,6223,6223,0,1,0,0,0,0,,False,
131806236,131.806236,AUDIO_CAN_SEND_NOW,0x0040,0x0041,78,6223,6223,0,1,6,0,0,0,,False,
131806515,131.806515,AUDIO_PACKET_SENT,0x0040,0x0041,78,6223,6223,0,1,277,0,22,0,,False,
131806517,131.806517,AUDIO_BUSY_CLEAR,0x0040,0x0041,78,6223,6223,0,0,286,3,0,0,busy_context=3,False,
131806521,131.806521,AUDIO_L2CAP_SEND,0x0040,0x0041,78,6223,6223,0,0,0,0,161,0,sdu_size=161,False,
131824961,131.824961,AUDIO_SDU_GENERATED,0xffff,0x0000,79,6224,6223,1,0,20002,0,0,0,,False,
131826014,131.826014,AUDIO_BUSY_SET,0x0040,0x0041,79,6224,6224,0,1,0,2,0,0,busy_context=2,False,
131826015,131.826015,AUDIO_CAN_SEND_REQUESTED,0x0040,0x0041,79,6224,6224,0,1,0,0,0,0,,False,
131826019,131.826019,AUDIO_CAN_SEND_NOW,0x0040,0x0041,79,6224,6224,0,1,6,0,0,0,,False,
131826297,131.826297,AUDIO_PACKET_SENT,0x0040,0x0041,79,6224,6224,0,1,276,0,22,0,,False,
131826300,131.826300,AUDIO_BUSY_CLEAR,0x0040,0x0041,79,6224,6224,0,0,286,3,0,0,busy_context=3,False,
131826303,131.826303,AUDIO_L2CAP_SEND,0x0040,0x0041,79,6224,6224,0,0,0,0,161,0,sdu_size=161,False,
131844958,131.844958,AUDIO_SDU_GENERATED,0xffff,0x0000,80,6225,6224,1,0,19997,0,0,0,,False,
131846497,131.846497,AUDIO_BUSY_SET,0x0040,0x0041,80,6225,6225,0,1,0,2,0,0,busy_context=2,False,
131846498,131.846498,AUDIO_CAN_SEND_REQUESTED,0x0040,0x0041,80,6225,6225,0,1,0,0,0,0,,False,
131846502,131.846502,AUDIO_CAN_SEND_NOW,0x0040,0x0041,80,6225,6225,0,1,6,0,0,0,,False,
131846781,131.846781,AUDIO_PACKET_SENT,0x0040,0x0041,80,6225,6225,0,1,277,0,22,0,,False,
131846783,131.846783,AUDIO_BUSY_CLEAR,0x0040,0x0041,80,6225,6225,0,0,286,3,0,0,busy_context=3,False,
131846787,131.846787,AUDIO_L2CAP_SEND,0x0040,0x0041,80,6225,6225,0,0,0,0,161,0,sdu_size=161,False,
131864957,131.864957,AUDIO_SDU_GENERATED,0xffff,0x0000,81,6226,6225,1,0,20000,0,0,0,,False,
131866449,131.866449,AUDIO_BUSY_SET,0x0040,0x0041,81,6226,6226,0,1,0,2,0,0,busy_context=2,False,
131866450,131.866450,AUDIO_CAN_SEND_REQUESTED,0x0040,0x0041,81,6226,6226,0,1,0,0,0,0,,False,
131866454,131.866454,AUDIO_CAN_SEND_NOW,0x0040,0x0041,81,6226,6226,0,1,6,0,0,0,,False,
131866732,131.866732,AUDIO_PACKET_SENT,0x0040,0x0041,81,6226,6226,0,1,276,0,22,0,,False,
131866735,131.866735,AUDIO_BUSY_CLEAR,0x0040,0x0041,81,6226,6226,0,0,286,3,0,0,busy_context=3,False,
131866738,131.866738,AUDIO_L2CAP_SEND,0x0040,0x0041,81,6226,6226,0,0,0,0,161,0,sdu_size=161,False,
131884958,131.884958,AUDIO_SDU_GENERATED,0xffff,0x0000,82,6227,6226,1,0,20000,0,0,0,,False,
131886472,131.886472,AUDIO_BUSY_SET,0x0040,0x0041,82,6227,6227,0,1,0,2,0,0,busy_context=2,False,
131886473,131.886473,AUDIO_CAN_SEND_REQUESTED,0x0040,0x0041,82,6227,6227,0,1,0,0,0,0,,False,
131886477,131.886477,AUDIO_CAN_SEND_NOW,0x0040,0x0041,82,6227,6227,0,1,6,0,0,0,,False,
131886756,131.886756,AUDIO_PACKET_SENT,0x0040,0x0041,82,6227,6227,0,1,277,0,22,0,,False,
131886758,131.886758,AUDIO_BUSY_CLEAR,0x0040,0x0041,82,6227,6227,0,0,286,3,0,0,busy_context=3,False,
131886762,131.886762,AUDIO_L2CAP_SEND,0x0040,0x0041,82,6227,6227,0,0,0,0,161,0,sdu_size=161,False,
131904963,131.904963,AUDIO_SDU_GENERATED,0xffff,0x0000,83,6228,6227,1,0,20005,0,0,0,,False,
131906421,131.906421,AUDIO_BUSY_SET,0x0040,0x0041,83,6228,6228,0,1,0,2,0,0,busy_context=2,False,
131906423,131.906423,AUDIO_CAN_SEND_REQUESTED,0x0040,0x0041,83,6228,6228,0,1,0,0,0,0,,False,
131906426,131.906426,AUDIO_CAN_SEND_NOW,0x0040,0x0041,83,6228,6228,0,1,6,0,0,0,,False,
131906705,131.906705,AUDIO_PACKET_SENT,0x0040,0x0041,83,6228,6228,0,1,276,0,22,0,,False,
131906708,131.906708,AUDIO_BUSY_CLEAR,0x0040,0x0041,83,6228,6228,0,0,287,3,0,0,busy_context=3,False,
131906712,131.906712,AUDIO_L2CAP_SEND,0x0040,0x0041,83,6228,6228,0,0,0,0,161,0,sdu_size=161,False,
131924959,131.924959,AUDIO_SDU_GENERATED,0xffff,0x0000,84,6229,6228,1,0,19996,0,0,0,,False,
131926478,131.926478,AUDIO_BUSY_SET,0x0040,0x0041,84,6229,6229,0,1,0,2,0,0,busy_context=2,False,
131926479,131.926479,AUDIO_CAN_SEND_REQUESTED,0x0040,0x0041,84,6229,6229,0,1,0,0,0,0,,False,
131926483,131.926483,AUDIO_CAN_SEND_NOW,0x0040,0x0041,84,6229,6229,0,1,6,0,0,0,,False,
131926761,131.926761,AUDIO_PACKET_SENT,0x0040,0x0041,84,6229,6229,0,1,276,0,22,0,,False,
131926764,131.926764,AUDIO_BUSY_CLEAR,0x0040,0x0041,84,6229,6229,0,0,286,3,0,0,busy_context=3,False,
131926768,131.926768,AUDIO_L2CAP_SEND,0x0040,0x0041,84,6229,6229,0,0,0,0,161,0,sdu_size=161,False,
131944959,131.944959,AUDIO_SDU_GENERATED,0xffff,0x0000,85,6230,6229,1,0,20000,0,0,0,,False,
131946428,131.946428,AUDIO_BUSY_SET,0x0040,0x0041,85,6230,6230,0,1,0,2,0,0,busy_context=2,False,
131946429,131.946429,AUDIO_CAN_SEND_REQUESTED,0x0040,0x0041,85,6230,6230,0,1,0,0,0,0,,False,
131946433,131.946433,AUDIO_CAN_SEND_NOW,0x0040,0x0041,85,6230,6230,0,1,6,0,0,0,,False,
131946747,131.946747,AUDIO_PACKET_SENT,0x0040,0x0041,85,6230,6230,0,1,312,0,22,0,,False,
131946750,131.946750,AUDIO_BUSY_CLEAR,0x0040,0x0041,85,6230,6230,0,0,322,3,0,0,busy_context=3,False,
131946753,131.946753,AUDIO_L2CAP_SEND,0x0040,0x0041,85,6230,6230,0,0,0,0,161,0,sdu_size=161,False,
131964958,131.964958,AUDIO_SDU_GENERATED,0xffff,0x0000,86,6231,6230,1,0,19999,0,0,0,,False,
131966483,131.966483,AUDIO_BUSY_SET,0x0040,0x0041,86,6231,6231,0,1,0,2,0,0,busy_context=2,False,
131966484,131.966484,AUDIO_CAN_SEND_REQUESTED,0x0040,0x0041,86,6231,6231,0,1,0,0,0,0,,False,
131966488,131.966488,AUDIO_CAN_SEND_NOW,0x0040,0x0041,86,6231,6231,0,1,6,0,0,0,,False,
131966766,131.966766,AUDIO_PACKET_SENT,0x0040,0x0041,86,6231,6231,0,1,276,0,22,0,,False,
131966769,131.966769,AUDIO_BUSY_CLEAR,0x0040,0x0041,86,6231,6231,0,0,286,3,0,0,busy_context=3,False,
131966773,131.966773,AUDIO_L2CAP_SEND,0x0040,0x0041,86,6231,6231,0,0,0,0,161,0,sdu_size=161,False,
131984956,131.984956,AUDIO_SDU_GENERATED,0xffff,0x0000,87,6232,6231,1,0,19998,0,0,0,,False,
131986435,131.986435,AUDIO_BUSY_SET,0x0040,0x0041,87,6232,6232,0,1,0,2,0,0,busy_context=2,False,
131986436,131.986436,AUDIO_CAN_SEND_REQUESTED,0x0040,0x0041,87,6232,6232,0,1,0,0,0,0,,False,
131986440,131.986440,AUDIO_CAN_SEND_NOW,0x0040,0x0041,87,6232,6232,0,1,6,0,0,0,,False,
131986718,131.986718,AUDIO_PACKET_SENT,0x0040,0x0041,87,6232,6232,0,1,276,0,22,0,,False,
131986721,131.986721,AUDIO_BUSY_CLEAR,0x0040,0x0041,87,6232,6232,0,0,286,3,0,0,busy_context=3,False,
131986724,131.986724,AUDIO_L2CAP_SEND,0x0040,0x0041,87,6232,6232,0,0,0,0,161,0,sdu_size=161,False,
132004958,132.004958,AUDIO_SDU_GENERATED,0xffff,0x0000,88,6233,6232,1,0,20003,0,0,0,,False,
132006486,132.006486,AUDIO_BUSY_SET,0x0040,0x0041,88,6233,6233,0,1,0,2,0,0,busy_context=2,False,
132006487,132.006487,AUDIO_CAN_SEND_REQUESTED,0x0040,0x0041,88,6233,6233,0,1,0,0,0,0,,False,
132006491,132.006491,AUDIO_CAN_SEND_NOW,0x0040,0x0041,88,6233,6233,0,1,6,0,0,0,,False,
132006769,132.006769,AUDIO_PACKET_SENT,0x0040,0x0041,88,6233,6233,0,1,276,0,22,0,,False,
132006772,132.006772,AUDIO_BUSY_CLEAR,0x0040,0x0041,88,6233,6233,0,0,286,3,0,0,busy_context=3,False,
132006775,132.006775,AUDIO_L2CAP_SEND,0x0040,0x0041,88,6233,6233,0,0,0,0,161,0,sdu_size=161,False,
132024959,132.024959,AUDIO_SDU_GENERATED,0xffff,0x0000,89,6234,6233,1,0,20000,0,0,0,,False,
132026436,132.026436,AUDIO_BUSY_SET,0x0040,0x0041,89,6234,6234,0,1,0,2,0,0,busy_context=2,False,
132026437,132.026437,AUDIO_CAN_SEND_REQUESTED,0x0040,0x0041,89,6234,6234,0,1,0,0,0,0,,False,
132026441,132.026441,AUDIO_CAN_SEND_NOW,0x0040,0x0041,89,6234,6234,0,1,6,0,0,0,,False,
132026719,132.026719,AUDIO_PACKET_SENT,0x0040,0x0041,89,6234,6234,0,1,276,0,22,0,,False,
132026722,132.026722,AUDIO_BUSY_CLEAR,0x0040,0x0041,89,6234,6234,0,0,286,3,0,0,busy_context=3,False,
132026726,132.026726,AUDIO_L2CAP_SEND,0x0040,0x0041,89,6234,6234,0,0,0,0,161,0,sdu_size=161,False,
132044958,132.044958,AUDIO_SDU_GENERATED,0xffff,0x0000,90,6235,6234,1,0,19999,0,0,0,,False,
132046490,132.046490,AUDIO_BUSY_SET,0x0040,0x0041,90,6235,6235,0,1,0,2,0,0,busy_context=2,False,
132046491,132.046491,AUDIO_CAN_SEND_REQUESTED,0x0040,0x0041,90,6235,6235,0,1,0,0,0,0,,False,
132046495,132.046495,AUDIO_CAN_SEND_NOW,0x0040,0x0041,90,6235,6235,0,1,5,0,0,0,,False,
132046774,132.046774,AUDIO_PACKET_SENT,0x0040,0x0041,90,6235,6235,0,1,277,0,22,0,,False,
132046777,132.046777,AUDIO_BUSY_CLEAR,0x0040,0x0041,90,6235,6235,0,0,286,3,0,0,busy_context=3,False,
132046780,132.046780,AUDIO_L2CAP_SEND,0x0040,0x0041,90,6235,6235,0,0,0,0,161,0,sdu_size=161,False,
132064957,132.064957,AUDIO_SDU_GENERATED,0xffff,0x0000,91,6236,6235,1,0,19999,0,0,0,,False,
132066440,132.066440,AUDIO_BUSY_SET,0x0040,0x0041,91,6236,6236,0,1,0,2,0,0,busy_context=2,False,
132066441,132.066441,AUDIO_CAN_SEND_REQUESTED,0x0040,0x0041,91,6236,6236,0,1,0,0,0,0,,False,
132066445,132.066445,AUDIO_CAN_SEND_NOW,0x0040,0x0041,91,6236,6236,0,1,6,0,0,0,,False,
132066723,132.066723,AUDIO_PACKET_SENT,0x0040,0x0041,91,6236,6236,0,1,276,0,22,0,,False,
132066726,132.066726,AUDIO_BUSY_CLEAR,0x0040,0x0041,91,6236,6236,0,0,286,3,0,0,busy_context=3,False,
132066729,132.066729,AUDIO_L2CAP_SEND,0x0040,0x0041,91,6236,6236,0,0,0,0,161,0,sdu_size=161,False,
132084958,132.084958,AUDIO_SDU_GENERATED,0xffff,0x0000,92,6237,6236,1,0,20001,0,0,0,,False,
132086495,132.086495,AUDIO_BUSY_SET,0x0040,0x0041,92,6237,6237,0,1,0,2,0,0,busy_context=2,False,
132086496,132.086496,AUDIO_CAN_SEND_REQUESTED,0x0040,0x0041,92,6237,6237,0,1,0,0,0,0,,False,
132086500,132.086500,AUDIO_CAN_SEND_NOW,0x0040,0x0041,92,6237,6237,0,1,5,0,0,0,,False,
132086779,132.086779,AUDIO_PACKET_SENT,0x0040,0x0041,92,6237,6237,0,1,277,0,21,0,,False,
132086782,132.086782,AUDIO_BUSY_CLEAR,0x0040,0x0041,92,6237,6237,0,0,286,3,0,0,busy_context=3,False,
132086785,132.086785,AUDIO_L2CAP_SEND,0x0040,0x0041,92,6237,6237,0,0,0,0,161,0,sdu_size=161,False,
132104958,132.104958,AUDIO_SDU_GENERATED,0xffff,0x0000,93,6238,6237,1,0,20001,0,0,0,,False,
132106445,132.106445,AUDIO_BUSY_SET,0x0040,0x0041,93,6238,6238,0,1,0,2,0,0,busy_context=2,False,
132106447,132.106447,AUDIO_CAN_SEND_REQUESTED,0x0040,0x0041,93,6238,6238,0,1,0,0,0,0,,False,
132106450,132.106450,AUDIO_CAN_SEND_NOW,0x0040,0x0041,93,6238,6238,0,1,6,0,0,0,,False,
132106729,132.106729,AUDIO_PACKET_SENT,0x0040,0x0041,93,6238,6238,0,1,276,0,22,0,,False,
132106732,132.106732,AUDIO_BUSY_CLEAR,0x0040,0x0041,93,6238,6238,0,0,286,3,0,0,busy_context=3,False,
132106735,132.106735,AUDIO_L2CAP_SEND,0x0040,0x0041,93,6238,6238,0,0,0,0,161,0,sdu_size=161,False,
132124965,132.124965,AUDIO_SDU_GENERATED,0xffff,0x0000,94,6239,6238,1,0,20006,0,0,0,,False,
132126501,132.126501,AUDIO_BUSY_SET,0x0040,0x0041,94,6239,6239,0,1,0,2,0,0,busy_context=2,False,
132126502,132.126502,AUDIO_CAN_SEND_REQUESTED,0x0040,0x0041,94,6239,6239,0,1,0,0,0,0,,False,
132126506,132.126506,AUDIO_CAN_SEND_NOW,0x0040,0x0041,94,6239,6239,0,1,6,0,0,0,,False,
132126785,132.126785,AUDIO_PACKET_SENT,0x0040,0x0041,94,6239,6239,0,1,277,0,22,0,,False,
132126787,132.126787,AUDIO_BUSY_CLEAR,0x0040,0x0041,94,6239,6239,0,0,286,3,0,0,busy_context=3,False,
132126791,132.126791,AUDIO_L2CAP_SEND,0x0040,0x0041,94,6239,6239,0,0,0,0,161,0,sdu_size=161,False,
132144957,132.144957,AUDIO_SDU_GENERATED,0xffff,0x0000,95,6240,6239,1,0,19993,0,0,0,,False,
132146452,132.146452,AUDIO_BUSY_SET,0x0040,0x0041,95,6240,6240,0,1,0,2,0,0,busy_context=2,False,
132146453,132.146453,AUDIO_CAN_SEND_REQUESTED,0x0040,0x0041,95,6240,6240,0,1,0,0,0,0,,False,
132146457,132.146457,AUDIO_CAN_SEND_NOW,0x0040,0x0041,95,6240,6240,0,1,6,0,0,0,,False,
132146736,132.146736,AUDIO_PACKET_SENT,0x0040,0x0041,95,6240,6240,0,1,277,0,22,0,,False,
132146738,132.146738,AUDIO_BUSY_CLEAR,0x0040,0x0041,95,6240,6240,0,0,286,3,0,0,busy_context=3,False,
132146742,132.146742,AUDIO_L2CAP_SEND,0x0040,0x0041,95,6240,6240,0,0,0,0,161,0,sdu_size=161,False,
132164959,132.164959,AUDIO_SDU_GENERATED,0xffff,0x0000,96,6241,6240,1,0,20001,0,0,0,,False,
132166471,132.166471,AUDIO_BUSY_SET,0x0040,0x0041,96,6241,6241,0,1,0,2,0,0,busy_context=2,False,
132166472,132.166472,AUDIO_CAN_SEND_REQUESTED,0x0040,0x0041,96,6241,6241,0,1,0,0,0,0,,False,
132166476,132.166476,AUDIO_CAN_SEND_NOW,0x0040,0x0041,96,6241,6241,0,1,6,0,0,0,,False,
