timestamp_us,timestamp_s,sdu_generated_count,l2cap_send_attempt_count,l2cap_send_success_count,l2cap_send_error_count,can_send_wait_last_us,can_send_wait_max_us,packet_sent_wait_max_us,audio_busy_current_duration_us,audio_busy_max_duration_us,ring_fill_current,ring_fill_min,ring_fill_max,ring_underrun_count,ring_overrun_count,sequence_generated,sequence_sent,sequence_skip_count,audio_timer_gap_max_us,audio_timer_late_count,usb_pcm_underrun_count,trace_dropped,hci_write_count,hci_write_error_count,hci_write_last_us,hci_write_max_us,cyw43_lock_wait_last_us,cyw43_lock_wait_max_us,cyw43_lock_hold_last_us,cyw43_lock_hold_max_us,btstack_run_loop_gap_last_us,btstack_run_loop_gap_max_us,hci_to_packet_sent_last_us,hci_to_packet_sent_max_us,rssi_sample_count,rssi_request_skipped_count,rssi_slot0_dbm,rssi_slot1_dbm,rssi_slot0_age_us,rssi_slot1_age_us,tx_stale_drop_count,tx_stale_drop_frames
2945497611,2945.497611,146076,146044,146044,0,6,8,49166,0,49174,0,0,11,0,0,155,155,32,75064,1,0,367977,226508,0,138,283,1,3,60,828522,2167,75064,22,24,5821,0,-83,-2147483648,58551,4294967295,0,0
2945747612,2945.747612,146089,146057,146057,0,6,8,49166,0,49174,0,0,11,0,0,168,168,32,75064,1,0,367977,226526,0,244,283,1,3,60,828522,1164,75064,22,24,5821,0,-83,-2147483648,308552,4294967295,0,0
2945997612,2945.997612,146101,146069,146069,0,6,8,49166,0,49174,0,0,11,0,0,180,180,32,75064,1,0,367977,226546,0,244,283,1,3,60,828522,2167,75064,22,24,5822,0,-77,-2147483648,46097,4294967295,0,0
2946247613,2946.247613,146114,146082,146082,0,6,8,49166,0,49174,0,0,11,0,0,193,193,32,75064,1,0,367977,226565,0,244,283,1,3,60,828522,1164,75064,22,24,5822,0,-77,-2147483648,296098,4294967295,0,0
2946497615,2946.497615,146126,146094,146094,0,6,8,49166,0,49174,0,0,11,0,0,205,205,32,75064,1,0,367977,226584,0,244,283,1,3,60,828522,2167,75064,22,24,5823,0,-76,-2147483648,45136,4294967295,0,0
2946747617,2946.747617,146139,146107,146107,0,6,8,49166,0,49174,0,0,11,0,0,218,218,32,75064,1,0,367977,226603,0,244,283,1,3,60,828522,2164,75064,22,24,5823,0,-76,-2147483648,295138,4294967295,0,0
2946997618,2946.997618,146151,146119,146119,0,6,8,49166,0,49174,0,0,11,0,0,230,230,32,75064,1,0,367977,226623,0,244,283,1,3,60,828522,2167,75064,22,24,5824,0,-82,-2147483648,43714,4294967295,0,0
2947247618,2947.247618,146164,146132,146132,0,6,8,49166,0,49174,0,0,11,0,0,243,243,32,75064,1,0,367977,226641,0,244,283,1,3,60,828522,2164,75064,21,24,5824,0,-82,-2147483648,293714,4294967295,0,0
2947497618,2947.497618,146176,146144,146144,0,6,8,49166,0,49174,0,0,11,0,0,255,255,32,75064,1,0,367977,226662,0,138,283,1,3,60,828522,2167,75064,22,24,5825,0,-78,-2147483648,41530,4294967295,0,0
2947747618,2947.747618,146189,146157,146157,0,6,8,49166,0,49174,0,0,11,0,0,12,12,32,75064,1,0,367977,226680,0,244,283,1,3,60,828522,2164,75064,22,24,5825,0,-78,-2147483648,291530,4294967295,0,0
2947997620,2947.997620,146201,146169,146169,0,6,8,49166,0,49174,0,0,11,0,0,24,24,32,75064,1,0,367977,226700,0,245,283,1,3,60,828522,2167,75064,21,24,5826,0,-78,-2147483648,39611,4294967295,0,0
2948247622,2948.247622,146214,146182,146182,0,6,8,49166,0,49174,0,0,11,0,0,37,37,32,75064,1,0,367977,226719,0,244,283,1,3,60,828522,2164,75064,21,24,5826,0,-78,-2147483648,289613,4294967295,0,0
2948497622,2948.497622,146226,146194,146194,0,6,8,49166,0,49174,0,0,11,0,0,49,49,32,75064,1,0,367977,226739,0,138,283,1,3,61,828522,1167,75064,22,24,5827,0,-76,-2147483648,38350,4294967295,0,0
2948747623,2948.747623,146239,146207,146207,0,6,8,49166,0,49174,0,0,11,0,0,62,62,32,75064,1,0,367977,226758,0,244,283,1,3,60,828522,2164,75064,22,24,5827,0,-76,-2147483648,288351,4294967295,0,0
2948997623,2948.997623,146251,146219,146219,0,6,8,49166,0,49174,0,0,11,0,0,74,74,32,75064,1,0,367977,226777,0,244,283,0,3,61,828522,2168,75064,22,24,5828,0,-79,-2147483648,25009,4294967295,0,0
2949247623,2949.247623,146264,146232,146232,0,6,8,49166,0,49174,0,0,11,0,0,87,87,32,75064,1,0,367977,226796,0,244,283,1,3,60,828522,1164,75064,22,24,5828,0,-79,-2147483648,275009,4294967295,0,0
2949497623,2949.497623,146276,146244,146244,0,6,8,49166,0,49174,0,0,11,0,0,99,99,32,75064,1,0,367977,226816,0,137,283,1,3,60,828522,1167,75064,22,24,5829,0,-75,-2147483648,22845,4294967295,0,0
2949747625,2949.747625,146289,146257,146257,0,6,8,49166,0,49174,0,0,11,0,0,112,112,32,75064,1,0,367977,226835,0,244,283,1,3,60,828522,2164,75064,22,24,5829,0,-75,-2147483648,272847,4294967295,0,0
2949997625,2949.997625,146301,146269,146269,0,5,8,49166,0,49174,0,0,11,0,0,124,124,32,75064,1,0,367977,226854,0,279,283,0,3,60,828522,1167,75064,22,24,5830,0,-74,-2147483648,22835,4294967295,0,0
2950247625,2950.247625,146314,146282,146282,0,5,8,49166,0,49174,0,0,11,0,0,137,137,32,75064,1,0,367977,226873,0,244,283,1,3,60,828522,2164,75064,22,24,5830,0,-74,-2147483648,272835,4294967295,0,0
2950497627,2950.497627,146326,146294,146294,0,6,8,49166,0,49174,0,0,11,0,0,149,149,32,75064,1,0,367977,226893,0,138,283,1,3,60,828522,1168,75064,22,24,5831,0,-79,-2147483648,20795,4294967295,0,0
2950747627,2950.747627,146339,146307,146307,0,6,8,49166,0,49174,0,0,11,0,0,162,162,32,75064,1,0,367977,226911,0,244,283,1,3,60,828522,2164,75064,22,24,5831,0,-79,-2147483648,270795,4294967295,0,0
2950997627,2950.997627,146351,146319,146319,0,6,8,49166,0,49174,0,0,11,0,0,174,174,32,75064,1,0,367977,226931,0,244,283,1,3,60,828522,2167,75064,22,24,5832,0,-79,-2147483648,20756,4294967295,0,0
2951247629,2951.247629,146364,146332,146332,0,6,8,49166,0,49174,0,0,11,0,0,187,187,32,75064,1,0,367977,226950,0,244,283,1,3,60,828522,2164,75064,22,24,5832,0,-79,-2147483648,270758,4294967295,0,0
2951497630,2951.497630,146376,146344,146344,0,5,8,49166,0,49174,0,0,11,0,0,199,199,32,75064,1,0,367977,226970,0,138,283,0,3,61,828522,1167,75064,21,24,5833,0,-80,-2147483648,19780,4294967295,0,0
2951747632,2951.747632,146389,146357,146357,0,6,8,49166,0,49174,0,0,11,0,0,212,212,32,75064,1,0,367977,226989,0,244,283,1,3,60,828522,2164,75064,22,24,5833,0,-80,-2147483648,269782,4294967295,0,0
2951997633,2951.997633,146401,146369,146369,0,6,8,49166,0,49174,0,0,11,0,0,224,224,32,75064,1,0,367977,227008,0,244,283,1,3,61,828522,2167,75064,22,24,5834,0,-74,-2147483648,19157,4294967295,0,0
2952247634,2952.247634,146414,146382,146382,0,5,8,49166,0,49174,0,0,11,0,0,237,237,32,75064,1,0,367977,227027,0,245,283,1,3,60,828522,2164,75064,21,24,5834,0,-74,-2147483648,269158,4294967295,0,0
2952497634,2952.497634,146426,146394,146394,0,6,8,49166,0,49174,0,0,11,0,0,249,249,32,75064,1,0,367977,227047,0,138,283,1,3,60,828522,2167,75064,22,24,5835,0,-74,-2147483648,18723,4294967295,0,0
